,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA MECÂNICA,2022,8,7,1,"18,6","18,6","62,8","16,3","2,3","1,0"
ENGENHARIA CIVIL,2018,59,0,10,"85,5","0,0","14,5","0,0","14,5","0,0"
ENGENHARIA CIVIL,2019,43,0,16,"62,3","0,0","37,7","0,0","23,2","0,0"
ENGENHARIA CIVIL,2020,34,0,9,"49,3","0,0","50,7","0,0","13,0","1,0"
ENGENHARIA CIVIL,2021,27,2,5,"39,1","2,9","58,0","2,9","7,2","1,0"
ENGENHARIA CIVIL,2022,16,3,8,"23,2","7,2","69,6","4,3","11,6","1,0"
ENGENHARIA ELÉTRICA,2018,20,0,1,"95,2","0,0","4,8","0,0","4,8","0,0"
ENGENHARIA ELÉTRICA,2019,14,1,5,"66,7","4,8","28,6","4,8","23,8","0,0"
ENGENHARIA ELÉTRICA,2020,8,2,4,"38,1","14,3","47,6","9,5","19,0","1,0"
ENGENHARIA ELÉTRICA,2021,7,0,1,"33,3","14,3","52,4","0,0","4,8","1,0"
ENGENHARIA ELÉTRICA,2022,4,3,0,"19,0","28,6","52,4","14,3","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,8,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,7,0,1,"87,5","0,0","12,5","0,0","12,5","0,0"
ENGENHARIA DE PRODUÇÃO,2020,6,0,1,"75,0","0,0","25,0","0,0","12,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,5,1,0,"62,5","12,5","25,0","12,5","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,0,0,"62,5","12,5","25,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,12,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,8,0,4,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA ELÉTRICA,2020,6,0,2,"50,0","0,0","50,0","0,0","16,7","1,0"
ENGENHARIA ELÉTRICA,2021,5,0,1,"41,7","0,0","58,3","0,0","8,3","1,0"
ENGENHARIA ELÉTRICA,2022,4,1,0,"33,3","8,3","58,3","8,3","0,0","1,0"
ENGENHARIA CIVIL,2018,9,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,0,0,9,"0,0","0,0","100,0","0,0","100,0","0,0"
ENGENHARIA CIVIL,2020,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2018,12,1,2,"80,0","6,7","13,3","6,7","13,3","0,0"
ENGENHARIA AMBIENTAL,2019,8,0,4,"53,3","6,7","40,0","0,0","26,7","0,0"
ENGENHARIA AMBIENTAL,2020,6,1,1,"40,0","13,3","46,7","6,7","6,7","1,0"
ENGENHARIA AMBIENTAL,2021,6,0,0,"40,0","13,3","46,7","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2022,1,1,4,"6,7","20,0","73,3","6,7","26,7","1,0"
ENGENHARIA DE PRODUÇÃO,2018,62,2,7,"87,3","2,8","9,9","2,8","9,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,46,1,15,"64,8","4,2","31,0","1,4","21,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,42,1,3,"59,2","5,6","35,2","1,4","4,2","1,0"
ENGENHARIA DE PRODUÇÃO,2021,37,4,1,"52,1","11,3","36,6","5,6","1,4","1,0"
ENGENHARIA DE PRODUÇÃO,2022,10,5,22,"14,1","18,3","67,6","7,0","31,0","1,0"
ENGENHARIA CIVIL,2018,181,4,19,"88,7","2,0","9,3","2,0","9,3","0,0"
ENGENHARIA CIVIL,2019,138,10,33,"67,6","6,9","25,5","4,9","16,2","0,0"
ENGENHARIA CIVIL,2020,117,11,10,"57,4","12,3","30,4","5,4","4,9","1,0"
ENGENHARIA CIVIL,2021,105,8,4,"51,5","16,2","32,4","3,9","2,0","1,0"
ENGENHARIA CIVIL,2022,31,19,55,"15,2","25,5","59,3","9,3","27,0","1,0"
ENGENHARIA MECATRÔNICA,2018,50,0,7,"87,7","0,0","12,3","0,0","12,3","0,0"
ENGENHARIA MECATRÔNICA,2019,41,0,9,"71,9","0,0","28,1","0,0","15,8","0,0"
ENGENHARIA MECATRÔNICA,2020,39,0,2,"68,4","0,0","31,6","0,0","3,5","1,0"
ENGENHARIA MECATRÔNICA,2021,35,3,1,"61,4","5,3","33,3","5,3","1,8","1,0"
ENGENHARIA MECATRÔNICA,2022,10,8,17,"17,5","19,3","63,2","14,0","29,8","1,0"
ENGENHARIA ELÉTRICA,2018,66,0,8,"89,2","0,0","10,8","0,0","10,8","0,0"
ENGENHARIA ELÉTRICA,2019,51,1,14,"68,9","1,4","29,7","1,4","18,9","0,0"
ENGENHARIA ELÉTRICA,2020,46,0,5,"62,2","1,4","36,5","0,0","6,8","1,0"
ENGENHARIA ELÉTRICA,2021,42,2,2,"56,8","4,1","39,2","2,7","2,7","1,0"
ENGENHARIA ELÉTRICA,2022,16,3,23,"21,6","8,1","70,3","4,1","31,1","1,0"
ENGENHARIA MECÂNICA,2018,55,0,9,"85,9","0,0","14,1","0,0","14,1","0,0"
ENGENHARIA MECÂNICA,2019,47,0,8,"73,4","0,0","26,6","0,0","12,5","0,0"
ENGENHARIA MECÂNICA,2020,44,0,3,"68,8","0,0","31,3","0,0","4,7","1,0"
ENGENHARIA MECÂNICA,2021,41,0,3,"64,1","0,0","35,9","0,0","4,7","1,0"
ENGENHARIA MECÂNICA,2022,14,4,23,"21,9","6,3","71,9","6,3","35,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,44,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,44,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,40,3,1,"90,9","6,8","2,3","6,8","2,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,39,0,1,"88,6","6,8","4,5","0,0","2,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,19,10,10,"43,2","29,5","27,3","22,7","22,7","1,0"
ENGENHARIA CIVIL,2018,62,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,49,7,6,"79,0","11,3","9,7","11,3","9,7","0,0"
ENGENHARIA CIVIL,2020,46,1,2,"74,2","12,9","12,9","1,6","3,2","1,0"
ENGENHARIA CIVIL,2021,42,4,0,"67,7","19,4","12,9","6,5","0,0","1,0"
ENGENHARIA CIVIL,2022,11,16,15,"17,7","45,2","37,1","25,8","24,2","1,0"
ENGENHARIA ELÉTRICA,2018,37,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,34,0,3,"91,9","0,0","8,1","0,0","8,1","0,0"
ENGENHARIA ELÉTRICA,2020,33,0,1,"89,2","0,0","10,8","0,0","2,7","1,0"
ENGENHARIA ELÉTRICA,2021,30,3,0,"81,1","8,1","10,8","8,1","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,14,5,11,"37,8","21,6","40,5","13,5","29,7","1,0"
ENGENHARIA CIVIL,2018,70,2,0,"97,2","2,8","0,0","2,8","0,0","0,0"
ENGENHARIA CIVIL,2019,65,1,4,"90,3","4,2","5,6","1,4","5,6","0,0"
ENGENHARIA CIVIL,2020,56,8,1,"77,8","15,3","6,9","11,1","1,4","1,0"
ENGENHARIA CIVIL,2021,49,5,2,"68,1","22,2","9,7","6,9","2,8","1,0"
ENGENHARIA CIVIL,2022,17,19,13,"23,6","48,6","27,8","26,4","18,1","1,0"
ENGENHARIA CIVIL,2018,71,0,6,"92,2","0,0","7,8","0,0","7,8","0,0"
ENGENHARIA CIVIL,2019,54,1,16,"70,1","1,3","28,6","1,3","20,8","0,0"
ENGENHARIA CIVIL,2020,38,2,14,"49,4","3,9","46,8","2,6","18,2","1,0"
ENGENHARIA CIVIL,2021,31,1,6,"40,3","5,2","54,5","1,3","7,8","1,0"
ENGENHARIA CIVIL,2022,16,9,6,"20,8","16,9","62,3","11,7","7,8","1,0"
ENGENHARIA CIVIL,2018,188,0,15,"92,6","0,0","7,4","0,0","7,4","0,0"
ENGENHARIA CIVIL,2019,152,1,35,"74,9","0,5","24,6","0,5","17,2","0,0"
ENGENHARIA CIVIL,2020,137,0,15,"67,5","0,5","32,0","0,0","7,4","1,0"
ENGENHARIA CIVIL,2021,133,1,3,"65,5","1,0","33,5","0,5","1,5","1,0"
ENGENHARIA CIVIL,2022,124,0,9,"61,1","1,0","37,9","0,0","4,4","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,73,0,4,"94,8","0,0","5,2","0,0","5,2","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,67,0,6,"87,0","0,0","13,0","0,0","7,8","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,60,0,7,"77,9","0,0","22,1","0,0","9,1","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,58,0,2,"75,3","0,0","24,7","0,0","2,6","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,51,1,6,"66,2","1,3","32,5","1,3","7,8","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,52,0,4,"92,9","0,0","7,1","0,0","7,1","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,42,0,10,"75,0","0,0","25,0","0,0","17,9","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,38,0,4,"67,9","0,0","32,1","0,0","7,1","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,35,0,3,"62,5","0,0","37,5","0,0","5,4","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,34,0,1,"60,7","0,0","39,3","0,0","1,8","1,0"
ENGENHARIA MECÂNICA,2018,55,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2019,49,0,6,"89,1","0,0","10,9","0,0","10,9","0,0"
ENGENHARIA MECÂNICA,2020,46,0,3,"83,6","0,0","16,4","0,0","5,5","1,0"
ENGENHARIA MECÂNICA,2021,42,0,4,"76,4","0,0","23,6","0,0","7,3","1,0"
ENGENHARIA MECÂNICA,2022,41,0,1,"74,5","0,0","25,5","0,0","1,8","1,0"
ENGENHARIA ELÉTRICA,2018,116,0,23,"83,5","0,0","16,5","0,0","16,5","0,0"
ENGENHARIA ELÉTRICA,2019,85,2,29,"61,2","1,4","37,4","1,4","20,9","0,0"
ENGENHARIA ELÉTRICA,2020,63,4,18,"45,3","4,3","50,4","2,9","12,9","1,0"
ENGENHARIA ELÉTRICA,2021,44,7,12,"31,7","9,4","59,0","5,0","8,6","1,0"
ENGENHARIA ELÉTRICA,2022,25,18,1,"18,0","22,3","59,7","12,9","0,7","1,0"
ENGENHARIA AMBIENTAL,2018,4,3,1,"50,0","37,5","12,5","37,5","12,5","0,0"
ENGENHARIA AMBIENTAL,2019,3,0,1,"37,5","37,5","25,0","0,0","12,5","0,0"
ENGENHARIA AMBIENTAL,2020,2,1,0,"25,0","50,0","25,0","12,5","0,0","1,0"
ENGENHARIA AMBIENTAL,2021,0,1,1,"0,0","62,5","37,5","12,5","12,5","1,0"
ENGENHARIA AMBIENTAL,2022,0,0,0,"0,0","62,5","37,5","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,184,2,50,"78,0","0,8","21,2","0,8","21,2","0,0"
ENGENHARIA CIVIL,2019,127,1,56,"53,8","1,3","44,9","0,4","23,7","0,0"
ENGENHARIA CIVIL,2020,84,9,34,"35,6","5,1","59,3","3,8","14,4","1,0"
ENGENHARIA CIVIL,2021,61,6,17,"25,8","7,6","66,5","2,5","7,2","1,0"
ENGENHARIA CIVIL,2022,26,33,2,"11,0","21,6","67,4","14,0","0,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,86,0,35,"71,1","0,0","28,9","0,0","28,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,61,1,24,"50,4","0,8","48,8","0,8","19,8","0,0"
ENGENHARIA DE PRODUÇÃO,2020,38,1,22,"31,4","1,7","66,9","0,8","18,2","1,0"
ENGENHARIA DE PRODUÇÃO,2021,31,1,6,"25,6","2,5","71,9","0,8","5,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,14,16,1,"11,6","15,7","72,7","13,2","0,8","1,0"
ENGENHARIA MECÂNICA,2018,130,0,31,"80,7","0,0","19,3","0,0","19,3","0,0"
ENGENHARIA MECÂNICA,2019,102,0,28,"63,4","0,0","36,6","0,0","17,4","0,0"
ENGENHARIA MECÂNICA,2020,58,1,43,"36,0","0,6","63,4","0,6","26,7","1,0"
ENGENHARIA MECÂNICA,2021,44,1,13,"27,3","1,2","71,4","0,6","8,1","1,0"
ENGENHARIA MECÂNICA,2022,30,12,2,"18,6","8,7","72,7","7,5","1,2","1,0"
ENGENHARIA DE PRODUÇÃO,2018,347,0,176,"66,3","0,0","33,7","0,0","33,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,204,0,143,"39,0","0,0","61,0","0,0","27,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,158,5,41,"30,2","1,0","68,8","1,0","7,8","1,0"
ENGENHARIA DE PRODUÇÃO,2021,139,13,6,"26,6","3,4","70,0","2,5","1,1","1,0"
ENGENHARIA DE PRODUÇÃO,2022,85,44,10,"16,3","11,9","71,9","8,4","1,9","1,0"
ENGENHARIA AMBIENTAL,2018,260,0,141,"64,8","0,0","35,2","0,0","35,2","0,0"
ENGENHARIA AMBIENTAL,2019,154,1,105,"38,4","0,2","61,3","0,2","26,2","0,0"
ENGENHARIA AMBIENTAL,2020,120,6,28,"29,9","1,7","68,3","1,5","7,0","1,0"
ENGENHARIA AMBIENTAL,2021,91,21,8,"22,7","7,0","70,3","5,2","2,0","1,0"
ENGENHARIA AMBIENTAL,2022,55,29,7,"13,7","14,2","72,1","7,2","1,7","1,0"
ENGENHARIA CIVIL,2018,56,0,20,"73,7","0,0","26,3","0,0","26,3","0,0"
ENGENHARIA CIVIL,2019,37,0,19,"48,7","0,0","51,3","0,0","25,0","0,0"
ENGENHARIA CIVIL,2020,27,5,5,"35,5","6,6","57,9","6,6","6,6","1,0"
ENGENHARIA CIVIL,2021,22,2,3,"28,9","9,2","61,8","2,6","3,9","1,0"
ENGENHARIA CIVIL,2022,13,7,2,"17,1","18,4","64,5","9,2","2,6","1,0"
ENGENHARIA ELÉTRICA,2018,37,0,16,"69,8","0,0","30,2","0,0","30,2","0,0"
ENGENHARIA ELÉTRICA,2019,28,0,9,"52,8","0,0","47,2","0,0","17,0","0,0"
ENGENHARIA ELÉTRICA,2020,24,2,2,"45,3","3,8","50,9","3,8","3,8","1,0"
ENGENHARIA ELÉTRICA,2021,21,2,1,"39,6","7,5","52,8","3,8","1,9","1,0"
ENGENHARIA ELÉTRICA,2022,12,6,3,"22,6","18,9","58,5","11,3","5,7","1,0"
ENGENHARIA MECÂNICA,2018,36,0,7,"83,7","0,0","16,3","0,0","16,3","0,0"
ENGENHARIA MECÂNICA,2019,26,0,10,"60,5","0,0","39,5","0,0","23,3","0,0"
ENGENHARIA MECÂNICA,2020,17,2,7,"39,5","4,7","55,8","4,7","16,3","1,0"
ENGENHARIA MECÂNICA,2021,11,5,1,"25,6","16,3","58,1","11,6","2,3","1,0"
ENGENHARIA MECÂNICA,2022,4,5,2,"9,3","27,9","62,8","11,6","4,7","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,20,0,5,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,14,0,6,"56,0","0,0","44,0","0,0","24,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,7,0,7,"28,0","0,0","72,0","0,0","28,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,4,2,1,"16,0","8,0","76,0","8,0","4,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,1,2,1,"4,0","16,0","80,0","8,0","4,0","1,0"
ENGENHARIA CIVIL,2018,35,1,0,"97,2","2,8","0,0","2,8","0,0","0,0"
ENGENHARIA CIVIL,2019,28,1,6,"77,8","5,6","16,7","2,8","16,7","0,0"
ENGENHARIA CIVIL,2020,18,0,10,"50,0","5,6","44,4","0,0","27,8","1,0"
ENGENHARIA CIVIL,2021,16,1,1,"44,4","8,3","47,2","2,8","2,8","1,0"
ENGENHARIA CIVIL,2022,6,8,2,"16,7","30,6","52,8","22,2","5,6","1,0"
ENGENHARIA ELÉTRICA,2018,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,11,0,5,"68,8","0,0","31,3","0,0","31,3","0,0"
ENGENHARIA ELÉTRICA,2020,9,0,2,"56,3","0,0","43,8","0,0","12,5","1,0"
ENGENHARIA ELÉTRICA,2021,4,1,4,"25,0","6,3","68,8","6,3","25,0","1,0"
ENGENHARIA ELÉTRICA,2022,0,4,0,"0,0","31,3","68,8","25,0","0,0","1,0"
ENGENHARIA CIVIL,2018,41,0,10,"80,4","0,0","19,6","0,0","19,6","0,0"
ENGENHARIA CIVIL,2019,30,0,11,"58,8","0,0","41,2","0,0","21,6","0,0"
ENGENHARIA CIVIL,2020,25,0,5,"49,0","0,0","51,0","0,0","9,8","1,0"
ENGENHARIA CIVIL,2021,23,1,1,"45,1","2,0","52,9","2,0","2,0","1,0"
ENGENHARIA CIVIL,2022,13,7,3,"25,5","15,7","58,8","13,7","5,9","1,0"
ENGENHARIA MECÂNICA,2018,19,0,7,"73,1","0,0","26,9","0,0","26,9","0,0"
ENGENHARIA MECÂNICA,2019,12,0,7,"46,2","0,0","53,8","0,0","26,9","0,0"
ENGENHARIA MECÂNICA,2020,6,0,6,"23,1","0,0","76,9","0,0","23,1","1,0"
ENGENHARIA MECÂNICA,2021,6,0,0,"23,1","0,0","76,9","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,4,1,1,"15,4","3,8","80,8","3,8","3,8","1,0"
ENGENHARIA MECÂNICA,2018,16,0,3,"84,2","0,0","15,8","0,0","15,8","0,0"
ENGENHARIA MECÂNICA,2019,8,0,8,"42,1","0,0","57,9","0,0","42,1","0,0"
ENGENHARIA MECÂNICA,2020,8,0,0,"42,1","0,0","57,9","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2021,7,0,1,"36,8","0,0","63,2","0,0","5,3","1,0"
ENGENHARIA MECÂNICA,2022,6,1,0,"31,6","5,3","63,2","5,3","0,0","1,0"
ENGENHARIA CIVIL,2018,20,0,9,"69,0","0,0","31,0","0,0","31,0","0,0"
ENGENHARIA CIVIL,2019,16,0,4,"55,2","0,0","44,8","0,0","13,8","0,0"
ENGENHARIA CIVIL,2020,13,0,3,"44,8","0,0","55,2","0,0","10,3","1,0"
ENGENHARIA CIVIL,2021,13,0,0,"44,8","0,0","55,2","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,5,7,1,"17,2","24,1","58,6","24,1","3,4","1,0"
ENGENHARIA ELÉTRICA,2018,9,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,6,0,3,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA ELÉTRICA,2020,3,0,3,"33,3","0,0","66,7","0,0","33,3","1,0"
ENGENHARIA ELÉTRICA,2021,2,0,1,"22,2","0,0","77,8","0,0","11,1","1,0"
ENGENHARIA ELÉTRICA,2022,0,2,0,"0,0","22,2","77,8","22,2","0,0","1,0"
ENGENHARIA CIVIL,2018,29,0,3,"90,6","0,0","9,4","0,0","9,4","0,0"
ENGENHARIA CIVIL,2019,17,1,11,"53,1","3,1","43,8","3,1","34,4","0,0"
ENGENHARIA CIVIL,2020,13,0,4,"40,6","3,1","56,3","0,0","12,5","1,0"
ENGENHARIA CIVIL,2021,10,0,3,"31,3","3,1","65,6","0,0","9,4","1,0"
ENGENHARIA CIVIL,2022,6,4,0,"18,8","15,6","65,6","12,5","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,11,0,8,"57,9","0,0","42,1","0,0","42,1","0,0"
ENGENHARIA ELÉTRICA,2019,7,0,4,"36,8","0,0","63,2","0,0","21,1","0,0"
ENGENHARIA ELÉTRICA,2020,5,0,2,"26,3","0,0","73,7","0,0","10,5","1,0"
ENGENHARIA ELÉTRICA,2021,5,0,0,"26,3","0,0","73,7","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,0,4,1,"0,0","21,1","78,9","21,1","5,3","1,0"
ENGENHARIA ELÉTRICA,2018,27,0,4,"87,1","0,0","12,9","0,0","12,9","0,0"
ENGENHARIA ELÉTRICA,2019,25,0,2,"80,6","0,0","19,4","0,0","6,5","0,0"
ENGENHARIA ELÉTRICA,2020,22,0,3,"71,0","0,0","29,0","0,0","9,7","1,0"
ENGENHARIA ELÉTRICA,2021,17,2,3,"54,8","6,5","38,7","6,5","9,7","1,0"
ENGENHARIA ELÉTRICA,2022,10,4,3,"32,3","19,4","48,4","12,9","9,7","1,0"
ENGENHARIA ELÉTRICA,2018,16,0,2,"88,9","0,0","11,1","0,0","11,1","0,0"
ENGENHARIA ELÉTRICA,2019,15,0,1,"83,3","0,0","16,7","0,0","5,6","0,0"
ENGENHARIA ELÉTRICA,2020,13,0,2,"72,2","0,0","27,8","0,0","11,1","1,0"
ENGENHARIA ELÉTRICA,2021,12,0,1,"66,7","0,0","33,3","0,0","5,6","1,0"
ENGENHARIA ELÉTRICA,2022,9,3,0,"50,0","16,7","33,3","16,7","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,4,0,2,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,1,0,3,"16,7","0,0","83,3","0,0","50,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,1,0,0,"16,7","0,0","83,3","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,0,0,1,"0,0","0,0","100,0","0,0","16,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,68,1,18,"78,2","1,1","20,7","1,1","20,7","0,0"
ENGENHARIA CIVIL,2019,49,1,18,"56,3","2,3","41,4","1,1","20,7","0,0"
ENGENHARIA CIVIL,2020,43,1,5,"49,4","3,4","47,1","1,1","5,7","1,0"
ENGENHARIA CIVIL,2021,37,2,4,"42,5","5,7","51,7","2,3","4,6","1,0"
ENGENHARIA CIVIL,2022,10,24,3,"11,5","33,3","55,2","27,6","3,4","1,0"
ENGENHARIA DE PRODUÇÃO,2018,3,0,1,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,3,0,0,"75,0","0,0","25,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,2,0,1,"50,0","0,0","50,0","0,0","25,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,1,0,1,"25,0","0,0","75,0","0,0","25,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,1,0,"0,0","25,0","75,0","25,0","0,0","1,0"
ENGENHARIA CIVIL,2018,57,0,26,"68,7","0,0","31,3","0,0","31,3","0,0"
ENGENHARIA CIVIL,2019,44,0,13,"53,0","0,0","47,0","0,0","15,7","0,0"
ENGENHARIA CIVIL,2020,26,5,13,"31,3","6,0","62,7","6,0","15,7","1,0"
ENGENHARIA CIVIL,2021,12,11,2,"14,6","19,5","65,9","13,4","2,4","1,0"
ENGENHARIA CIVIL,2022,2,9,1,"2,4","30,5","67,1","11,0","1,2","1,0"
ENGENHARIA ELÉTRICA,2018,42,0,12,"77,8","0,0","22,2","0,0","22,2","0,0"
ENGENHARIA ELÉTRICA,2019,37,0,5,"68,5","0,0","31,5","0,0","9,3","0,0"
ENGENHARIA ELÉTRICA,2020,23,0,14,"42,6","0,0","57,4","0,0","25,9","1,0"
ENGENHARIA ELÉTRICA,2021,14,7,2,"25,9","13,0","61,1","13,0","3,7","1,0"
ENGENHARIA ELÉTRICA,2022,0,13,1,"0,0","37,0","63,0","24,1","1,9","1,0"
ENGENHARIA CIVIL,2018,21,1,7,"72,4","3,4","24,1","3,4","24,1","0,0"
ENGENHARIA CIVIL,2019,17,0,4,"58,6","3,4","37,9","0,0","13,8","0,0"
ENGENHARIA CIVIL,2020,15,0,2,"51,7","3,4","44,8","0,0","6,9","1,0"
ENGENHARIA CIVIL,2021,14,0,1,"48,3","3,4","48,3","0,0","3,4","1,0"
ENGENHARIA CIVIL,2022,4,9,1,"13,8","34,5","51,7","31,0","3,4","1,0"
ENGENHARIA CIVIL,2018,5,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,0,2,3,"0,0","40,0","60,0","40,0","60,0","0,0"
ENGENHARIA CIVIL,2020,0,0,0,"0,0","40,0","60,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,0,0,0,"0,0","40,0","60,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","40,0","60,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,9,0,2,"81,8","0,0","18,2","0,0","18,2","0,0"
ENGENHARIA CIVIL,2019,6,0,3,"54,5","0,0","45,5","0,0","27,3","0,0"
ENGENHARIA CIVIL,2020,4,0,2,"36,4","0,0","63,6","0,0","18,2","1,0"
ENGENHARIA CIVIL,2021,4,0,0,"36,4","0,0","63,6","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,1,3,0,"9,1","27,3","63,6","27,3","0,0","1,0"
ENGENHARIA MECÂNICA,2018,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2019,12,0,4,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA MECÂNICA,2020,10,1,1,"62,5","6,3","31,3","6,3","6,3","1,0"
ENGENHARIA MECÂNICA,2021,10,0,0,"62,5","6,3","31,3","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,2,8,0,"12,5","56,3","31,3","50,0","0,0","1,0"
ENGENHARIA CIVIL,2018,21,0,2,"91,3","0,0","8,7","0,0","8,7","0,0"
ENGENHARIA CIVIL,2019,16,0,5,"69,6","0,0","30,4","0,0","21,7","0,0"
ENGENHARIA CIVIL,2020,16,0,0,"69,6","0,0","30,4","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,13,3,0,"56,5","13,0","30,4","13,0","0,0","1,0"
ENGENHARIA CIVIL,2022,3,10,0,"13,0","56,5","30,4","43,5","0,0","1,0"
ENGENHARIA CIVIL,2018,8,0,1,"88,9","0,0","11,1","0,0","11,1","0,0"
ENGENHARIA CIVIL,2019,6,1,1,"66,7","11,1","22,2","11,1","11,1","0,0"
ENGENHARIA CIVIL,2020,5,1,0,"55,6","22,2","22,2","11,1","0,0","1,0"
ENGENHARIA CIVIL,2021,5,0,0,"55,6","22,2","22,2","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,0,4,1,"0,0","66,7","33,3","44,4","11,1","1,0"
ENGENHARIA AMBIENTAL,2018,6,0,2,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA AMBIENTAL,2019,5,0,1,"62,5","0,0","37,5","0,0","12,5","0,0"
ENGENHARIA AMBIENTAL,2020,5,0,0,"62,5","0,0","37,5","0,0","0,0","1,0"
