,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA DE PRODUÇÃO,2021,0,0,1,"0,0","40,0","60,0","0,0","20,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","40,0","60,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,31,0,5,"86,1","0,0","13,9","0,0","13,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,24,0,7,"66,7","0,0","33,3","0,0","19,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,18,1,5,"50,0","2,8","47,2","2,8","13,9","1,0"
ENGENHARIA DE PRODUÇÃO,2021,11,2,5,"30,6","8,3","61,1","5,6","13,9","1,0"
ENGENHARIA DE PRODUÇÃO,2022,4,3,4,"11,1","16,7","72,2","8,3","11,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,38,1,5,"86,4","2,3","11,4","2,3","11,4","0,0"
ENGENHARIA DE PRODUÇÃO,2019,24,0,14,"54,5","2,3","43,2","0,0","31,8","0,0"
ENGENHARIA DE PRODUÇÃO,2020,16,0,8,"36,4","2,3","61,4","0,0","18,2","1,0"
ENGENHARIA DE PRODUÇÃO,2021,13,1,2,"29,5","4,5","65,9","2,3","4,5","1,0"
ENGENHARIA DE PRODUÇÃO,2022,8,5,0,"18,2","15,9","65,9","11,4","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,53,1,14,"77,9","1,5","20,6","1,5","20,6","0,0"
ENGENHARIA DE PRODUÇÃO,2019,38,1,14,"55,9","2,9","41,2","1,5","20,6","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,5,13,"29,4","10,3","60,3","7,4","19,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,12,3,5,"17,6","14,7","67,6","4,4","7,4","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,6,1,"7,4","23,5","69,1","8,8","1,5","1,0"
ENGENHARIA CIVIL,2018,84,0,12,"87,5","0,0","12,5","0,0","12,5","0,0"
ENGENHARIA CIVIL,2019,58,2,24,"60,4","2,1","37,5","2,1","25,0","0,0"
ENGENHARIA CIVIL,2020,43,2,13,"44,8","4,2","51,0","2,1","13,5","1,0"
ENGENHARIA CIVIL,2021,32,3,8,"33,3","7,3","59,4","3,1","8,3","1,0"
ENGENHARIA CIVIL,2022,25,4,3,"26,0","11,5","62,5","4,2","3,1","1,0"
ENGENHARIA CIVIL,2018,59,1,6,"89,4","1,5","9,1","1,5","9,1","0,0"
ENGENHARIA CIVIL,2019,49,2,8,"74,2","4,5","21,2","3,0","12,1","0,0"
ENGENHARIA CIVIL,2020,36,4,9,"54,5","10,6","34,8","6,1","13,6","1,0"
ENGENHARIA CIVIL,2021,26,5,5,"39,4","18,2","42,4","7,6","7,6","1,0"
ENGENHARIA CIVIL,2022,13,10,3,"19,7","33,3","47,0","15,2","4,5","1,0"
ENGENHARIA CIVIL,2018,39,0,5,"88,6","0,0","11,4","0,0","11,4","0,0"
ENGENHARIA CIVIL,2019,26,0,13,"59,1","0,0","40,9","0,0","29,5","0,0"
ENGENHARIA CIVIL,2020,12,3,11,"27,3","6,8","65,9","6,8","25,0","1,0"
ENGENHARIA CIVIL,2021,5,1,6,"11,4","9,1","79,5","2,3","13,6","1,0"
ENGENHARIA CIVIL,2022,0,0,5,"0,0","9,1","90,9","0,0","11,4","1,0"
ENGENHARIA AMBIENTAL,2018,119,0,52,"69,6","0,0","30,4","0,0","30,4","0,0"
ENGENHARIA AMBIENTAL,2019,62,0,57,"36,3","0,0","63,7","0,0","33,3","0,0"
ENGENHARIA AMBIENTAL,2020,41,8,13,"24,0","4,7","71,3","4,7","7,6","1,0"
ENGENHARIA AMBIENTAL,2021,29,6,6,"17,0","8,2","74,9","3,5","3,5","1,0"
ENGENHARIA AMBIENTAL,2022,11,15,3,"6,4","17,0","76,6","8,8","1,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,222,2,93,"70,0","0,6","29,3","0,6","29,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,119,10,93,"37,5","3,8","58,7","3,2","29,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,73,13,33,"23,0","7,9","69,1","4,1","10,4","1,0"
ENGENHARIA DE PRODUÇÃO,2021,52,14,7,"16,4","12,3","71,3","4,4","2,2","1,0"
ENGENHARIA DE PRODUÇÃO,2022,26,20,6,"8,2","18,6","73,2","6,3","1,9","1,0"
ENGENHARIA ELÉTRICA,2018,202,0,86,"70,1","0,0","29,9","0,0","29,9","0,0"
ENGENHARIA ELÉTRICA,2019,99,0,103,"34,4","0,0","65,6","0,0","35,8","0,0"
ENGENHARIA ELÉTRICA,2020,74,0,25,"25,7","0,0","74,3","0,0","8,7","1,0"
ENGENHARIA ELÉTRICA,2021,66,0,8,"22,9","0,0","77,1","0,0","2,8","1,0"
ENGENHARIA ELÉTRICA,2022,33,25,8,"11,5","8,7","79,9","8,7","2,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,32,0,3,"91,4","0,0","8,6","0,0","8,6","0,0"
ENGENHARIA DE PRODUÇÃO,2019,25,0,7,"71,4","0,0","28,6","0,0","20,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,19,2,4,"54,3","5,7","40,0","5,7","11,4","1,0"
ENGENHARIA DE PRODUÇÃO,2021,17,2,0,"48,6","11,4","40,0","5,7","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,6,9,2,"17,1","37,1","45,7","25,7","5,7","1,0"
ENGENHARIA CIVIL,2018,68,0,4,"94,4","0,0","5,6","0,0","5,6","0,0"
ENGENHARIA CIVIL,2019,56,0,12,"77,8","0,0","22,2","0,0","16,7","0,0"
ENGENHARIA CIVIL,2020,36,3,17,"50,0","4,2","45,8","4,2","23,6","1,0"
ENGENHARIA CIVIL,2021,32,2,2,"44,4","6,9","48,6","2,8","2,8","1,0"
ENGENHARIA CIVIL,2022,12,18,2,"16,7","31,9","51,4","25,0","2,8","1,0"
ENGENHARIA MECÂNICA,2018,46,0,1,"97,9","0,0","2,1","0,0","2,1","0,0"
ENGENHARIA MECÂNICA,2019,39,0,7,"83,0","0,0","17,0","0,0","14,9","0,0"
ENGENHARIA MECÂNICA,2020,28,1,10,"59,6","2,1","38,3","2,1","21,3","1,0"
ENGENHARIA MECÂNICA,2021,21,1,6,"44,7","4,3","51,1","2,1","12,8","1,0"
ENGENHARIA MECÂNICA,2022,12,1,8,"25,5","6,4","68,1","2,1","17,0","1,0"
ENGENHARIA ELÉTRICA,2018,22,0,2,"91,7","0,0","8,3","0,0","8,3","0,0"
ENGENHARIA ELÉTRICA,2019,16,0,6,"66,7","0,0","33,3","0,0","25,0","0,0"
ENGENHARIA ELÉTRICA,2020,13,1,2,"54,2","4,2","41,7","4,2","8,3","1,0"
ENGENHARIA ELÉTRICA,2021,12,0,1,"50,0","4,2","45,8","0,0","4,2","1,0"
ENGENHARIA ELÉTRICA,2022,10,2,0,"41,7","12,5","45,8","8,3","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,23,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,18,0,5,"78,3","0,0","21,7","0,0","21,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,13,0,5,"56,5","0,0","43,5","0,0","21,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,10,0,3,"43,5","0,0","56,5","0,0","13,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,1,0,9,"4,3","0,0","95,7","0,0","39,1","1,0"
ENGENHARIA CIVIL,2018,68,1,29,"69,4","1,0","29,6","1,0","29,6","0,0"
ENGENHARIA CIVIL,2019,56,0,12,"57,1","1,0","41,8","0,0","12,2","0,0"
ENGENHARIA CIVIL,2020,36,5,15,"36,7","6,1","57,1","5,1","15,3","1,0"
ENGENHARIA CIVIL,2021,27,5,4,"27,6","11,2","61,2","5,1","4,1","1,0"
ENGENHARIA CIVIL,2022,18,4,5,"18,4","15,3","66,3","4,1","5,1","1,0"
ENGENHARIA MECÂNICA,2018,46,0,18,"71,9","0,0","28,1","0,0","28,1","0,0"
ENGENHARIA MECÂNICA,2019,40,1,5,"62,5","1,6","35,9","1,6","7,8","0,0"
ENGENHARIA MECÂNICA,2020,24,0,16,"37,5","1,6","60,9","0,0","25,0","1,0"
ENGENHARIA MECÂNICA,2021,22,0,2,"34,4","1,6","64,1","0,0","3,1","1,0"
ENGENHARIA MECÂNICA,2022,14,5,3,"21,9","9,4","68,8","7,8","4,7","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,28,0,15,"65,1","0,0","34,9","0,0","34,9","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,24,0,4,"55,8","0,0","44,2","0,0","9,3","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,15,0,9,"34,9","0,0","65,1","0,0","20,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,13,0,2,"30,2","0,0","69,8","0,0","4,7","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,9,4,0,"20,9","9,3","69,8","9,3","0,0","1,0"
ENGENHARIA CIVIL,2018,81,0,4,"95,3","0,0","4,7","0,0","4,7","0,0"
ENGENHARIA CIVIL,2019,76,0,5,"89,4","0,0","10,6","0,0","5,9","0,0"
ENGENHARIA CIVIL,2020,75,0,1,"88,2","0,0","11,8","0,0","1,2","1,0"
ENGENHARIA CIVIL,2021,74,0,1,"87,1","0,0","12,9","0,0","1,2","1,0"
ENGENHARIA CIVIL,2022,71,0,3,"83,5","0,0","16,5","0,0","3,5","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,75,0,7,"91,5","0,0","8,5","0,0","8,5","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,60,0,15,"73,2","0,0","26,8","0,0","18,3","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,58,0,2,"70,7","0,0","29,3","0,0","2,4","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,58,0,0,"70,7","0,0","29,3","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,57,0,1,"69,5","0,0","30,5","0,0","1,2","1,0"
ENGENHARIA CIVIL,2018,184,0,18,"91,1","0,0","8,9","0,0","8,9","0,0"
ENGENHARIA CIVIL,2019,180,2,2,"89,1","1,0","9,9","1,0","1,0","0,0"
ENGENHARIA CIVIL,2020,76,19,85,"37,6","10,4","52,0","9,4","42,1","1,0"
ENGENHARIA CIVIL,2021,71,0,5,"35,1","10,4","54,5","0,0","2,5","1,0"
ENGENHARIA CIVIL,2022,46,19,6,"22,8","19,8","57,4","9,4","3,0","1,0"
ENGENHARIA AMBIENTAL,2018,52,0,8,"86,7","0,0","13,3","0,0","13,3","0,0"
ENGENHARIA AMBIENTAL,2019,51,0,1,"85,0","0,0","15,0","0,0","1,7","0,0"
ENGENHARIA AMBIENTAL,2020,33,2,16,"55,0","3,3","41,7","3,3","26,7","1,0"
ENGENHARIA AMBIENTAL,2021,27,0,6,"45,0","3,3","51,7","0,0","10,0","1,0"
ENGENHARIA AMBIENTAL,2022,23,3,1,"38,3","8,3","53,3","5,0","1,7","1,0"
ENGENHARIA ELÉTRICA,2018,89,0,14,"86,4","0,0","13,6","0,0","13,6","0,0"
ENGENHARIA ELÉTRICA,2019,85,0,4,"82,5","0,0","17,5","0,0","3,9","0,0"
ENGENHARIA ELÉTRICA,2020,41,0,44,"39,8","0,0","60,2","0,0","42,7","1,0"
ENGENHARIA ELÉTRICA,2021,38,1,2,"36,9","1,0","62,1","1,0","1,9","1,0"
ENGENHARIA ELÉTRICA,2022,26,10,2,"25,2","10,7","64,1","9,7","1,9","1,0"
ENGENHARIA CIVIL,2018,44,1,2,"93,6","2,1","4,3","2,1","4,3","0,0"
ENGENHARIA CIVIL,2019,41,1,2,"87,2","4,3","8,5","2,1","4,3","0,0"
ENGENHARIA CIVIL,2020,29,1,11,"61,7","6,4","31,9","2,1","23,4","1,0"
ENGENHARIA CIVIL,2021,21,2,6,"44,7","10,6","44,7","4,3","12,8","1,0"
ENGENHARIA CIVIL,2022,14,6,1,"29,8","23,4","46,8","12,8","2,1","1,0"
ENGENHARIA ELÉTRICA,2018,32,0,1,"97,0","0,0","3,0","0,0","3,0","0,0"
ENGENHARIA ELÉTRICA,2019,31,0,1,"93,9","0,0","6,1","0,0","3,0","0,0"
ENGENHARIA ELÉTRICA,2020,24,2,5,"72,7","6,1","21,2","6,1","15,2","1,0"
ENGENHARIA ELÉTRICA,2021,22,1,1,"66,7","9,1","24,2","3,0","3,0","1,0"
ENGENHARIA ELÉTRICA,2022,11,10,1,"33,3","39,4","27,3","30,3","3,0","1,0"
ENGENHARIA MECÂNICA,2018,48,1,6,"87,3","1,8","10,9","1,8","10,9","0,0"
ENGENHARIA MECÂNICA,2019,48,0,0,"87,3","1,8","10,9","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2020,34,0,14,"61,8","1,8","36,4","0,0","25,5","1,0"
ENGENHARIA MECÂNICA,2021,31,0,3,"56,4","1,8","41,8","0,0","5,5","1,0"
ENGENHARIA MECÂNICA,2022,22,8,1,"40,0","16,4","43,6","14,5","1,8","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,35,0,9,"79,5","0,0","20,5","0,0","20,5","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,25,1,9,"56,8","2,3","40,9","2,3","20,5","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,17,0,8,"38,6","2,3","59,1","0,0","18,2","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,12,2,3,"27,3","6,8","65,9","4,5","6,8","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,9,3,0,"20,5","13,6","65,9","6,8","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,6,0,1,"85,7","0,0","14,3","0,0","14,3","0,0"
ENGENHARIA ELÉTRICA,2019,6,0,0,"85,7","0,0","14,3","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2020,3,2,1,"42,9","28,6","28,6","28,6","14,3","1,0"
ENGENHARIA ELÉTRICA,2021,2,1,0,"28,6","42,9","28,6","14,3","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,2,0,0,"28,6","42,9","28,6","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2018,8,0,3,"72,7","0,0","27,3","0,0","27,3","0,0"
ENGENHARIA MECÂNICA,2019,7,0,1,"63,6","0,0","36,4","0,0","9,1","0,0"
ENGENHARIA MECÂNICA,2020,5,1,1,"45,5","9,1","45,5","9,1","9,1","1,0"
ENGENHARIA MECÂNICA,2021,4,0,1,"36,4","9,1","54,5","0,0","9,1","1,0"
ENGENHARIA MECÂNICA,2022,3,0,1,"27,3","9,1","63,6","0,0","9,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,64,0,7,"90,1","0,0","9,9","0,0","9,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,59,1,4,"83,1","1,4","15,5","1,4","5,6","0,0"
ENGENHARIA DE PRODUÇÃO,2020,47,0,12,"66,2","1,4","32,4","0,0","16,9","1,0"
ENGENHARIA DE PRODUÇÃO,2021,37,6,4,"52,1","9,9","38,0","8,5","5,6","1,0"
ENGENHARIA DE PRODUÇÃO,2022,25,12,0,"35,2","26,8","38,0","16,9","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,54,0,3,"94,7","0,0","5,3","0,0","5,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,50,0,4,"87,7","0,0","12,3","0,0","7,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,37,1,12,"64,9","1,8","33,3","1,8","21,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,28,2,7,"49,1","5,3","45,6","3,5","12,3","1,0"
ENGENHARIA DE PRODUÇÃO,2022,15,9,4,"26,3","21,1","52,6","15,8","7,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,113,0,4,"96,6","0,0","3,4","0,0","3,4","0,0"
ENGENHARIA DE PRODUÇÃO,2019,100,0,13,"85,5","0,0","14,5","0,0","11,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,68,1,31,"58,1","0,9","41,0","0,9","26,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,51,4,13,"43,6","4,3","52,1","3,4","11,1","1,0"
ENGENHARIA DE PRODUÇÃO,2022,21,24,6,"17,9","24,8","57,3","20,5","5,1","1,0"
ENGENHARIA CIVIL,2018,131,0,9,"93,6","0,0","6,4","0,0","6,4","0,0"
ENGENHARIA CIVIL,2019,115,1,15,"82,1","0,7","17,1","0,7","10,7","0,0"
ENGENHARIA CIVIL,2020,77,1,37,"55,0","1,4","43,6","0,7","26,4","1,0"
ENGENHARIA CIVIL,2021,60,5,12,"42,9","5,0","52,1","3,6","8,6","1,0"
ENGENHARIA CIVIL,2022,37,19,4,"26,4","18,6","55,0","13,6","2,9","1,0"
ENGENHARIA CIVIL,2018,47,0,3,"94,0","0,0","6,0","0,0","6,0","0,0"
ENGENHARIA CIVIL,2019,40,0,7,"80,0","0,0","20,0","0,0","14,0","0,0"
ENGENHARIA CIVIL,2020,31,1,8,"62,0","2,0","36,0","2,0","16,0","1,0"
ENGENHARIA CIVIL,2021,23,3,5,"46,0","8,0","46,0","6,0","10,0","1,0"
ENGENHARIA CIVIL,2022,9,12,2,"18,0","32,0","50,0","24,0","4,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,66,0,4,"94,3","0,0","5,7","0,0","5,7","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,61,0,5,"87,1","0,0","12,9","0,0","7,1","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,37,0,24,"52,9","0,0","47,1","0,0","34,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,30,0,7,"42,9","0,0","57,1","0,0","10,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,15,10,5,"21,4","14,3","64,3","14,3","7,1","1,0"
ENGENHARIA ELÉTRICA,2018,58,0,2,"96,7","0,0","3,3","0,0","3,3","0,0"
ENGENHARIA ELÉTRICA,2019,57,0,1,"95,0","0,0","5,0","0,0","1,7","0,0"
ENGENHARIA ELÉTRICA,2020,40,0,17,"66,7","0,0","33,3","0,0","28,3","1,0"
ENGENHARIA ELÉTRICA,2021,33,0,7,"55,0","0,0","45,0","0,0","11,7","1,0"
ENGENHARIA ELÉTRICA,2022,18,8,7,"30,0","13,3","56,7","13,3","11,7","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,54,0,34,"61,4","0,0","38,6","0,0","38,6","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,34,0,20,"38,6","0,0","61,4","0,0","22,7","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,32,0,2,"36,4","0,0","63,6","0,0","2,3","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,21,0,11,"23,9","0,0","76,1","0,0","12,5","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,8,7,6,"9,1","8,0","83,0","8,0","6,8","1,0"
ENGENHARIA ELÉTRICA,2018,49,0,21,"70,0","0,0","30,0","0,0","30,0","0,0"
ENGENHARIA ELÉTRICA,2019,35,0,14,"50,0","0,0","50,0","0,0","20,0","0,0"
ENGENHARIA ELÉTRICA,2020,28,1,6,"40,0","1,4","58,6","1,4","8,6","1,0"
ENGENHARIA ELÉTRICA,2021,20,0,8,"28,6","1,4","70,0","0,0","11,4","1,0"
ENGENHARIA ELÉTRICA,2022,7,9,4,"10,0","14,3","75,7","12,9","5,7","1,0"
ENGENHARIA CIVIL,2018,193,0,93,"67,5","0,0","32,5","0,0","32,5","0,0"
ENGENHARIA CIVIL,2019,132,5,56,"46,2","1,7","52,1","1,7","19,6","0,0"
ENGENHARIA CIVIL,2020,103,7,22,"36,0","4,2","59,8","2,4","7,7","1,0"
ENGENHARIA CIVIL,2021,71,4,28,"24,8","5,6","69,6","1,4","9,8","1,0"
ENGENHARIA CIVIL,2022,41,16,14,"14,3","11,2","74,5","5,6","4,9","1,0"
ENGENHARIA AMBIENTAL,2018,20,0,14,"58,8","0,0","41,2","0,0","41,2","0,0"
ENGENHARIA AMBIENTAL,2019,10,2,8,"29,4","5,9","64,7","5,9","23,5","0,0"
ENGENHARIA AMBIENTAL,2020,6,0,4,"17,6","5,9","76,5","0,0","11,8","1,0"
ENGENHARIA AMBIENTAL,2021,3,1,2,"8,8","8,8","82,4","2,9","5,9","1,0"
ENGENHARIA AMBIENTAL,2022,3,0,0,"8,8","8,8","82,4","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,696,0,957,"42,1","0,0","57,9","0,0","57,9","0,0"
ENGENHARIA CIVIL,2019,467,1,228,"28,3","0,1","71,7","0,1","13,8","0,0"
ENGENHARIA CIVIL,2020,347,18,102,"21,0","1,1","77,9","1,1","6,2","1,0"
ENGENHARIA CIVIL,2021,211,25,111,"12,8","2,7","84,6","1,5","6,7","1,0"
ENGENHARIA CIVIL,2022,100,84,27,"6,0","7,7","86,2","5,1","1,6","1,0"
ENGENHARIA DE PRODUÇÃO,2018,164,0,253,"39,3","0,0","60,7","0,0","60,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,104,0,60,"24,9","0,0","75,1","0,0","14,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,74,2,28,"17,7","0,5","81,8","0,5","6,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,36,2,36,"8,6","1,0","90,4","0,5","8,6","1,0"
ENGENHARIA DE PRODUÇÃO,2022,23,11,2,"5,5","3,6","90,9","2,6","0,5","1,0"
ENGENHARIA ELÉTRICA,2018,256,0,458,"35,9","0,0","64,1","0,0","64,1","0,0"
ENGENHARIA ELÉTRICA,2019,169,0,87,"23,7","0,0","76,3","0,0","12,2","0,0"
ENGENHARIA ELÉTRICA,2020,135,1,33,"18,9","0,1","81,0","0,1","4,6","1,0"
ENGENHARIA ELÉTRICA,2021,89,4,42,"12,5","0,7","86,8","0,6","5,9","1,0"
ENGENHARIA ELÉTRICA,2022,47,39,3,"6,6","6,2","87,3","5,5","0,4","1,0"
ENGENHARIA MECÂNICA,2018,342,0,450,"43,2","0,0","56,8","0,0","56,8","0,0"
ENGENHARIA MECÂNICA,2019,241,0,101,"30,4","0,0","69,6","0,0","12,8","0,0"
ENGENHARIA MECÂNICA,2020,199,1,41,"25,1","0,1","74,7","0,1","5,2","1,0"
ENGENHARIA MECÂNICA,2021,134,8,57,"16,9","1,1","81,9","1,0","7,2","1,0"
ENGENHARIA MECÂNICA,2022,56,68,10,"7,1","9,7","83,2","8,6","1,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,2,0,56,"3,4","0,0","96,6","0,0","96,6","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,0,0,2,"0,0","0,0","100,0","0,0","3,4","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,47,0,5,"90,4","0,0","9,6","0,0","9,6","0,0"
ENGENHARIA CIVIL,2019,27,0,20,"51,9","0,0","48,1","0,0","38,5","0,0"
ENGENHARIA CIVIL,2020,22,5,0,"42,3","9,6","48,1","9,6","0,0","1,0"
ENGENHARIA CIVIL,2021,16,3,3,"30,8","15,4","53,8","5,8","5,8","1,0"
ENGENHARIA CIVIL,2022,6,10,0,"11,5","34,6","53,8","19,2","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,28,0,5,"84,8","0,0","15,2","0,0","15,2","0,0"
ENGENHARIA ELÉTRICA,2019,20,1,7,"60,6","3,0","36,4","3,0","21,2","0,0"
ENGENHARIA ELÉTRICA,2020,17,2,1,"51,5","9,1","39,4","6,1","3,0","1,0"
ENGENHARIA ELÉTRICA,2021,11,5,1,"33,3","24,2","42,4","15,2","3,0","1,0"
ENGENHARIA ELÉTRICA,2022,3,8,0,"9,1","48,5","42,4","24,2","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,26,0,3,"89,7","0,0","10,3","0,0","10,3","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,17,0,9,"58,6","0,0","41,4","0,0","31,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,14,2,1,"48,3","6,9","44,8","6,9","3,4","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,12,0,2,"41,4","6,9","51,7","0,0","6,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,4,7,1,"13,8","31,0","55,2","24,1","3,4","1,0"
ENGENHARIA MECÂNICA,2018,35,0,5,"87,5","0,0","12,5","0,0","12,5","0,0"
ENGENHARIA MECÂNICA,2019,19,0,16,"47,5","0,0","52,5","0,0","40,0","0,0"
ENGENHARIA MECÂNICA,2020,16,2,1,"40,0","5,0","55,0","5,0","2,5","1,0"
ENGENHARIA MECÂNICA,2021,11,5,0,"27,5","17,5","55,0","12,5","0,0","1,0"
ENGENHARIA MECÂNICA,2022,6,5,0,"15,0","30,0","55,0","12,5","0,0","1,0"
ENGENHARIA MECATRÔNICA,2018,17,0,5,"77,3","0,0","22,7","0,0","22,7","0,0"
ENGENHARIA MECATRÔNICA,2019,12,0,5,"54,5","0,0","45,5","0,0","22,7","0,0"
ENGENHARIA MECATRÔNICA,2020,12,0,0,"54,5","0,0","45,5","0,0","0,0","1,0"
ENGENHARIA MECATRÔNICA,2021,9,2,1,"40,9","9,1","50,0","9,1","4,5","1,0"
ENGENHARIA MECATRÔNICA,2022,3,6,0,"13,6","36,4","50,0","27,3","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,40,0,10,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,21,0,19,"42,0","0,0","58,0","0,0","38,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,0,1,"40,0","0,0","60,0","0,0","2,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,16,2,2,"32,0","4,0","64,0","4,0","4,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,9,7,0,"18,0","18,0","64,0","14,0","0,0","1,0"
ENGENHARIA CIVIL,2018,106,0,10,"91,4","0,0","8,6","0,0","8,6","0,0"
ENGENHARIA CIVIL,2019,98,0,8,"84,5","0,0","15,5","0,0","6,9","0,0"
ENGENHARIA CIVIL,2020,90,3,5,"77,6","2,6","19,8","2,6","4,3","1,0"
ENGENHARIA CIVIL,2021,78,3,9,"67,2","5,2","27,6","2,6","7,8","1,0"
ENGENHARIA CIVIL,2022,29,41,8,"25,0","40,5","34,5","35,3","6,9","1,0"
ENGENHARIA MECÂNICA,2018,43,0,10,"81,1","0,0","18,9","0,0","18,9","0,0"
ENGENHARIA MECÂNICA,2019,35,0,8,"66,0","0,0","34,0","0,0","15,1","0,0"
ENGENHARIA MECÂNICA,2020,33,0,2,"62,3","0,0","37,7","0,0","3,8","1,0"
ENGENHARIA MECÂNICA,2021,30,0,3,"56,6","0,0","43,4","0,0","5,7","1,0"
ENGENHARIA MECÂNICA,2022,15,14,1,"28,3","26,4","45,3","26,4","1,9","1,0"
ENGENHARIA DE PRODUÇÃO,2018,547,0,28,"95,1","0,0","4,9","0,0","4,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,350,0,197,"60,9","0,0","39,1","0,0","34,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,268,0,82,"46,6","0,0","53,4","0,0","14,3","1,0"
